observation_id,access,enterer,coral,location_name,latitude,longitude,resource_id,measurement_id,trait_name,standard_unit,value,precision,precision_type,precision_upper,replicates
19504,0,1,Balanophyllia profundicella,Global estimate,"","",0,18824,Growth form,cat,solitary,"","","",""
19536,0,1,Balanophyllia rediviva,Global estimate,"","",0,18854,Growth form,cat,solitary,"","","",""
19566,0,1,Balanophyllia regalis,Global estimate,"","",0,18883,Growth form,cat,solitary,"","","",""
19604,0,1,Balanophyllia regia,Global estimate,"","",0,18920,Growth form,cat,solitary,"","","",""
19631,0,1,Balanophyllia scabra,Global estimate,"","",0,18946,Growth form,cat,solitary,"","","",""
19658,0,1,Balanophyllia scabrosa,Global estimate,"","",0,18972,Growth form,cat,solitary,"","","",""
19690,0,1,Balanophyllia serrata,Global estimate,"","",0,19002,Growth form,cat,solitary,"","","",""
19721,0,1,Balanophyllia stimpsonii,Global estimate,"","",0,19031,Growth form,cat,solitary,"","","",""
19748,0,1,Balanophyllia taprobanae,Global estimate,"","",0,19057,Growth form,cat,solitary,"","","",""
19778,0,1,Balanophyllia tenuis,Global estimate,"","",0,19086,Growth form,cat,solitary,"","","",""
19811,0,1,Balanophyllia teres,Global estimate,"","",0,19117,Growth form,cat,solitary,"","","",""
19841,0,1,Balanophyllia thalassae,Global estimate,"","",0,19146,Growth form,cat,solitary,"","","",""
19871,0,1,Balanophyllia wellsi,Global estimate,"","",0,19175,Growth form,cat,solitary,"","","",""
19898,0,1,Balanophyllia yongei,Global estimate,"","",0,19201,Growth form,cat,solitary,"","","",""
19910,1,1,Barabattoia amicorum,Global estimate,"","",215,19213,Clade Fukami Huang 2012,cat,XVII,"","","",""
19962,0,1,Barabattoia amicorum,Global estimate,"","",0,19262,Growth form,cat,massive,"","","",""
19977,1,1,Barabattoia laddi,Global estimate,"","",215,19277,Clade Fukami Huang 2012,cat,XVII,"","","",""
20028,0,8,Barabattoia laddi,Global estimate,"","",210,19325,Growth form,cat,phaceloid,"","","",""
20043,1,1,Barabattoia mirabilis,Global estimate,"","",215,19340,Clade Fukami Huang 2012,cat,XVII,"","","",""
20139,0,1,Bathypsammia fallosocialis,Global estimate,"","",0,19433,Growth form,cat,solitary,"","","",""
20167,0,1,Bathypsammia tintinnabulum,Global estimate,"","",0,19460,Growth form,cat,solitary,"","","",""
20175,1,1,Blastomussa merleti,Global estimate,"","",215,19468,Clade Fukami Huang 2012,cat,XIV,"","","",""
20225,0,1,Blastomussa merleti,Global estimate,"","",0,19515,Growth form,cat,phaceloid,"","","",""
20240,1,1,Blastomussa wellsi,Global estimate,"","",215,19530,Clade Fukami Huang 2012,cat,XIV,"","","",""
20293,0,1,Blastomussa wellsi,Global estimate,"","",0,19579,Growth form,cat,phaceloid,"","","",""
20329,0,1,Blastotrochus nutrix,Global estimate,"","",0,19613,Growth form,cat,solitary,"","","",""
20337,1,1,Boninastrea boninensis,Global estimate,"","",215,19621,Clade Fukami Huang 2012,cat,XVII,"","","",""
20380,0,1,Boninastrea boninensis,Global estimate,"","",0,19663,Growth form,cat,massive,"","","",""
20415,0,1,Bourneotrochus stellulatus,Global estimate,"","",0,19696,Growth form,cat,solitary,"","","",""
20455,1,1,Cantharellus doederleini,Global estimate,"","",215,19735,Clade Fukami Huang 2012,cat,XI,"","","",""
20502,0,1,Cantharellus doederleini,Global estimate,"","",0,19781,Growth form,cat,solitary,"","","",""
20515,1,1,Cantharellus jebbi,Global estimate,"","",215,19794,Clade Fukami Huang 2012,cat,XI,"","","",""
20561,0,1,Cantharellus jebbi,Global estimate,"","",0,19839,Growth form,cat,solitary,"","","",""
20574,1,1,Cantharellus noumeae,Global estimate,"","",215,19852,Clade Fukami Huang 2012,cat,XI,"","","",""
20624,0,1,Cantharellus noumeae,Global estimate,"","",0,19899,Growth form,cat,solitary,"","","",""
20659,0,1,Caryophyllia abrupta,Global estimate,"","",0,19931,Growth form,cat,solitary,"","","",""
20684,0,1,Caryophyllia abyssorum,Global estimate,"","",0,19955,Growth form,cat,solitary,"","","",""
20714,0,1,Caryophyllia alaskensis,Global estimate,"","",0,19983,Growth form,cat,solitary,"","","",""
20739,0,1,Caryophyllia alberti,Global estimate,"","",0,20007,Growth form,cat,solitary,"","","",""
20777,0,1,Caryophyllia ambrosiaambrosia,Global estimate,"","",0,20043,Growth form,cat,solitary,"","","",""
20805,0,1,Caryophyllia ambrosiacaribbeana,Global estimate,"","",0,20070,Growth form,cat,solitary,"","","",""
20829,0,1,Caryophyllia antarctica,Global estimate,"","",0,20093,Growth form,cat,solitary,"","","",""
20854,0,1,Caryophyllia antillarum,Global estimate,"","",0,20117,Growth form,cat,solitary,"","","",""
20884,0,1,Caryophyllia arnoldi,Global estimate,"","",0,20145,Growth form,cat,solitary,"","","",""
20917,0,1,Caryophyllia atlantica,Global estimate,"","",0,20176,Growth form,cat,solitary,"","","",""
20941,0,1,Caryophyllia balaenacea,Global estimate,"","",0,20199,Growth form,cat,solitary,"","","",""
20969,0,1,Caryophyllia barbadensis,Global estimate,"","",0,20226,Growth form,cat,solitary,"","","",""
20997,0,1,Caryophyllia berteriana,Global estimate,"","",0,20253,Growth form,cat,solitary,"","","",""
21026,0,1,Caryophyllia calveri,Global estimate,"","",0,20280,Growth form,cat,solitary,"","","",""
21051,0,1,Caryophyllia capensis,Global estimate,"","",0,20304,Growth form,cat,solitary,"","","",""
21075,0,1,Caryophyllia cincticulatus,Global estimate,"","",0,20327,Growth form,cat,solitary,"","","",""
21110,0,1,Caryophyllia cornuformis,Global estimate,"","",0,20361,Growth form,cat,solitary,"","","",""
21134,0,1,Caryophyllia cornulum,Global estimate,"","",0,20384,Growth form,cat,solitary,"","","",""
21162,0,1,Caryophyllia corrugata,Global estimate,"","",0,20411,Growth form,cat,solitary,"","","",""
21189,0,1,Caryophyllia crosnieri,Global estimate,"","",0,20437,Growth form,cat,solitary,"","","",""
21220,0,1,Caryophyllia cyathus,Global estimate,"","",0,20467,Growth form,cat,solitary,"","","",""
21250,0,1,Caryophyllia decamera,Global estimate,"","",0,20495,Growth form,cat,solitary,"","","",""
21278,0,1,Caryophyllia dentata,Global estimate,"","",0,20521,Growth form,cat,solitary,"","","",""
21308,0,1,Caryophyllia diomedeae,Global estimate,"","",0,20549,Growth form,cat,solitary,"","","",""
21332,0,1,Caryophyllia eltaninae,Global estimate,"","",0,20572,Growth form,cat,solitary,"","","",""
21360,0,1,Caryophyllia ephyala,Global estimate,"","",0,20599,Growth form,cat,solitary,"","","",""
21388,0,1,Caryophyllia foresti,Global estimate,"","",0,20626,Growth form,cat,solitary,"","","",""
21416,0,1,Caryophyllia grandis,Global estimate,"","",0,20653,Growth form,cat,solitary,"","","",""
21445,0,1,Caryophyllia grayi,Global estimate,"","",0,20680,Growth form,cat,solitary,"","","",""
21475,0,1,Caryophyllia hawaiiensis,Global estimate,"","",0,20708,Growth form,cat,solitary,"","","",""
21500,0,1,Caryophyllia horologium,Global estimate,"","",0,20732,Growth form,cat,solitary,"","","",""
21525,0,1,Caryophyllia inornata,Global estimate,"","",0,20756,Growth form,cat,solitary,"","","",""
21555,0,1,Caryophyllia japonica,Global estimate,"","",0,20784,Growth form,cat,solitary,"","","",""
21584,0,1,Caryophyllia jogashimaensis,Global estimate,"","",0,20811,Growth form,cat,solitary,"","","",""
21613,0,1,Caryophyllia karubarica,Global estimate,"","",0,20838,Growth form,cat,solitary,"","","",""
21642,0,1,Caryophyllia lamellifera,Global estimate,"","",0,20865,Growth form,cat,solitary,"","","",""
21667,0,1,Caryophyllia mabahithi,Global estimate,"","",0,20889,Growth form,cat,solitary,"","","",""
21696,0,1,Caryophyllia marmorea,Global estimate,"","",0,20916,Growth form,cat,solitary,"","","",""
21723,0,1,Caryophyllia octonaria,Global estimate,"","",0,20942,Growth form,cat,solitary,"","","",""
21748,0,1,Caryophyllia octopali,Global estimate,"","",0,20966,Growth form,cat,solitary,"","","",""
21773,0,1,Caryophyllia paradoxus,Global estimate,"","",0,20990,Growth form,cat,solitary,"","","",""
21801,0,1,Caryophyllia paucipalata,Global estimate,"","",0,21017,Growth form,cat,solitary,"","","",""
21826,0,1,Caryophyllia pauciseptata,Global estimate,"","",0,21041,Growth form,cat,solitary,"","","",""
21855,0,1,Caryophyllia perculta,Global estimate,"","",0,21068,Growth form,cat,solitary,"","","",""
21885,0,1,Caryophyllia planilamellata,Global estimate,"","",0,21096,Growth form,cat,solitary,"","","",""
21913,0,1,Caryophyllia polygona,Global estimate,"","",0,21123,Growth form,cat,solitary,"","","",""
21943,0,1,Caryophyllia profunda,Global estimate,"","",0,21151,Growth form,cat,solitary,"","","",""
21973,0,1,Caryophyllia quadragenaria,Global estimate,"","",0,21179,Growth form,cat,solitary,"","","",""
21997,0,1,Caryophyllia quangdongensis,Global estimate,"","",0,21202,Growth form,cat,solitary,"","","",""
22027,0,1,Caryophyllia ralphae,Global estimate,"","",0,21230,Growth form,cat,solitary,"","","",""
22057,0,1,Caryophyllia rugosa,Global estimate,"","",0,21258,Growth form,cat,solitary,"","","",""
22086,0,1,Caryophyllia sarsiae,Global estimate,"","",0,21285,Growth form,cat,solitary,"","","",""
22111,0,1,Caryophyllia scillaemorpha,Global estimate,"","",0,21309,Growth form,cat,solitary,"","","",""
22141,0,1,Caryophyllia scobinosa,Global estimate,"","",0,21337,Growth form,cat,solitary,"","","",""
22165,0,1,Caryophyllia secta,Global estimate,"","",0,21360,Growth form,cat,solitary,"","","",""
22201,0,1,Caryophyllia seguenzae,Global estimate,"","",0,21395,Growth form,cat,solitary,"","","",""
22226,0,1,Caryophyllia sewelli,Global estimate,"","",0,21419,Growth form,cat,solitary,"","","",""
22266,0,1,Caryophyllia smithii,Global estimate,"","",0,21458,Growth form,cat,solitary,"","","",""
22297,0,1,Caryophyllia solida,Global estimate,"","",0,21487,Growth form,cat,solitary,"","","",""
22326,0,1,Caryophyllia spinicarens,Global estimate,"","",0,21514,Growth form,cat,solitary,"","","",""
22356,0,1,Caryophyllia spinigera,Global estimate,"","",0,21542,Growth form,cat,solitary,"","","",""
22380,0,1,Caryophyllia squiresi,Global estimate,"","",0,21565,Growth form,cat,solitary,"","","",""
22410,0,1,Caryophyllia stellula,Global estimate,"","",0,21593,Growth form,cat,solitary,"","","",""
22438,0,1,Caryophyllia transversalis,Global estimate,"","",0,21620,Growth form,cat,solitary,"","","",""
22467,0,1,Caryophyllia unicristata,Global estimate,"","",0,21647,Growth form,cat,solitary,"","","",""
22491,0,1,Caryophyllia valdiviae,Global estimate,"","",0,21670,Growth form,cat,solitary,"","","",""
22518,0,1,Caryophyllia zanzibarensis,Global estimate,"","",0,21696,Growth form,cat,solitary,"","","",""
22546,0,1,Caryophyllia zopyros,Global estimate,"","",0,21723,Growth form,cat,solitary,"","","",""
22556,1,1,Catalaphyllia jardinei,Global estimate,"","",215,21733,Clade Fukami Huang 2012,cat,XVII,"","","",""
22609,0,1,Catalaphyllia jardinei,Global estimate,"","",0,21783,Growth form,cat,flabello_meandroid,"","","",""
22623,1,1,Caulastrea connata,Global estimate,"","",215,21797,Clade Fukami Huang 2012,cat,XVII,"","","",""
22671,0,1,Caulastrea connata,Global estimate,"","",0,21843,Growth form,cat,phaceloid,"","","",""
22685,1,1,Caulastrea curvata,Global estimate,"","",215,21857,Clade Fukami Huang 2012,cat,XVII,"","","",""
22736,0,1,Caulastrea curvata,Global estimate,"","",0,21905,Growth form,cat,phaceloid,"","","",""
22750,1,1,Caulastrea echinulata,Global estimate,"","",215,21919,Clade Fukami Huang 2012,cat,XVII,"","","",""
22802,0,1,Caulastrea echinulata,Global estimate,"","",0,21968,Growth form,cat,phaceloid,"","","",""
22819,1,1,Caulastrea furcata,Global estimate,"","",215,21985,Clade Fukami Huang 2012,cat,XVII,"","","",""
22870,0,1,Caulastrea furcata,Global estimate,"","",0,22033,Growth form,cat,phaceloid,"","","",""
22884,1,1,Caulastrea tumida,Global estimate,"","",215,22047,Clade Fukami Huang 2012,cat,XVII,"","","",""
22937,0,1,Caulastrea tumida,Global estimate,"","",0,22096,Growth form,cat,phaceloid,"","","",""
22967,0,1,Ceratotrochus franciscana,Global estimate,"","",0,22125,Growth form,cat,solitary,"","","",""
22994,0,1,Ceratotrochus magnaghii,Global estimate,"","",0,22151,Growth form,cat,solitary,"","","",""
23027,1,1,Cladocora arbuscula,Global estimate,"","",215,22183,Clade Fukami Huang 2012,cat,XIII,"","","",""
23076,0,1,Cladocora arbuscula,Global estimate,"","",0,22231,Growth form,cat,phaceloid,"","","",""
23096,1,1,Cladocora caespitosa,Global estimate,"","",215,22251,Clade Fukami Huang 2012,cat,XIII,"","","",""
23142,0,1,Cladocora caespitosa,Global estimate,"","",0,22295,Growth form,cat,phaceloid,"","","",""
23157,1,1,Cladocora debilis,Global estimate,"","",215,22310,Clade Fukami Huang 2012,cat,XIII,"","","",""
23185,0,1,Cladocora debilis,Global estimate,"","",0,22337,Growth form,cat,phaceloid,"","","",""
23194,1,1,Cladocora pacifica,Global estimate,"","",215,22346,Clade Fukami Huang 2012,cat,XIII,"","","",""
23223,0,1,Cladocora pacifica,Global estimate,"","",0,22374,Growth form,cat,phaceloid,"","","",""
23256,0,1,Cladopsammia echinata,Global estimate,"","",0,22404,Growth form,cat,phaceloid,"","","",""
23291,0,1,Cladopsammia eguchii,Global estimate,"","",0,22437,Growth form,cat,phaceloid,"","","",""
23323,0,1,Cladopsammia gracilis,Global estimate,"","",0,22467,Growth form,cat,phaceloid,"","","",""
23354,0,1,Cladopsammia manuelensis,Global estimate,"","",0,22497,Growth form,cat,phaceloid,"","","",""
23391,0,1,Cladopsammia rolandi,Global estimate,"","",0,22533,Growth form,cat,phaceloid,"","","",""
23421,0,1,Cladopsammia willeyi,Global estimate,"","",0,22562,Growth form,cat,phaceloid,"","","",""
23432,1,1,Coeloseris mayeri,Global estimate,"","",215,22573,Clade Fukami Huang 2012,cat,VII,"","","",""
23482,0,1,Coeloseris mayeri,Global estimate,"","",0,22620,Growth form,cat,massive,"","","",""
23516,0,1,Coenocyathus anthophyllites,Global estimate,"","",0,22653,Growth form,cat,encrusting,"","","",""
23550,0,1,Coenocyathus bowersi,Global estimate,"","",0,22684,Growth form,cat,encrusting,"","","",""
23583,0,1,Coenocyathus brooki,Global estimate,"","",0,22715,Growth form,cat,encrusting,"","","",""
23611,0,1,Coenocyathus cylindricus,Global estimate,"","",0,22742,Growth form,cat,encrusting,"","","",""
23636,0,1,Coenocyathus goreaui,Global estimate,"","",0,22766,Growth form,cat,encrusting,"","","",""
23664,0,1,Coenocyathus parvula,Global estimate,"","",0,22793,Growth form,cat,encrusting,"","","",""
23694,0,1,Coenosmilia arbuscula,Global estimate,"","",0,22821,Growth form,cat,hispidose,"","","",""
23719,0,1,Coenosmilia inordinata,Global estimate,"","",0,22845,Growth form,cat,hispidose,"","","",""
23747,0,1,Colangia immersa,Global estimate,"","",0,22872,Growth form,cat,encrusting,"","","",""
23777,0,1,Colangia moseleyi,Global estimate,"","",0,22900,Growth form,cat,encrusting,"","","",""
23785,1,1,Colpophyllia amaranthus,Global estimate,"","",215,22908,Clade Fukami Huang 2012,cat,XXI,"","","",""
23816,1,1,Colpophyllia breviserialis,Global estimate,"","",215,22939,Clade Fukami Huang 2012,cat,XXI,"","","",""
23850,1,1,Colpophyllia natans,Global estimate,"","",215,22973,Clade Fukami Huang 2012,cat,XXI,"","","",""
78348,0,1,Colpophyllia natans,"Cane Bay, St. Croix",17.766108,-64.839977,205,75328,Growth rate,mm yr^-1,4.1,0.06,standard_deviation,"",9
78348,0,1,Colpophyllia natans,"Cane Bay, St. Croix",17.766108,-64.839977,205,75329,Depth,m,12.2,"","","",""
88529,1,14,Colpophyllia natans,"","","",362,91773,Growth rate,mm yr^-1,6.1,"","","",""
88531,1,14,Colpophyllia natans,"","","",362,91775,Growth rate,mm yr^-1,5.6,"","","",""
88535,1,14,Colpophyllia natans,"","","",362,91779,Growth rate,mm yr^-1,6.6,"","","",""
88544,1,14,Colpophyllia natans,"","","",362,91788,Growth rate,mm yr^-1,6.5,"","","",""
88545,1,14,Colpophyllia natans,"","","",362,91789,Growth rate,mm yr^-1,6.5,"","","",""
88550,1,14,Colpophyllia natans,"","","",362,91794,Growth rate,mm yr^-1,6.4,"","","",""
88555,1,14,Colpophyllia natans,"","","",362,91799,Growth rate,mm yr^-1,6.1,"","","",""
88556,1,14,Colpophyllia natans,"","","",362,91800,Growth rate,mm yr^-1,6.4,"","","",""
88560,1,14,Colpophyllia natans,"","","",362,91804,Growth rate,mm yr^-1,6.3,"","","",""
88563,1,14,Colpophyllia natans,"","","",362,91807,Growth rate,mm yr^-1,7.1,"","","",""
88564,1,14,Colpophyllia natans,"","","",362,91808,Growth rate,mm yr^-1,6.1,"","","",""
88568,1,14,Colpophyllia natans,"","","",362,91812,Growth rate,mm yr^-1,6.1,"","","",""
88583,1,14,Colpophyllia natans,"","","",362,91827,Growth rate,mm yr^-1,6.2,"","","",""
88587,1,14,Colpophyllia natans,"","","",362,91831,Growth rate,mm yr^-1,6.6,"","","",""
88593,1,14,Colpophyllia natans,"","","",362,91837,Growth rate,mm yr^-1,6.5,"","","",""
89033,1,14,Colpophyllia natans,"","","",399,92277,Growth rate,mm yr^-1,4.05,"","","",""
89074,1,14,Colpophyllia natans,"","","",399,92318,Growth rate,mm yr^-1,7.5,"","","",""
89078,1,14,Colpophyllia natans,"","","",399,92322,Growth rate,mm yr^-1,9.85,"","","",""
23902,0,8,Colpophyllia natans,Global estimate,"","",210,23024,Growth form,cat,massive,"","","",""
23935,0,1,Concentrotheca laevigata,Global estimate,"","",0,23056,Growth form,cat,solitary,"","","",""
23965,0,1,Concentrotheca vaughani,Global estimate,"","",0,23084,Growth form,cat,solitary,"","","",""
23994,0,1,Confluphyllia juncta,Global estimate,"","",0,23111,Growth form,cat,caespitose,"","","",""
24028,0,1,Conocyathus gracilis,Global estimate,"","",0,23143,Growth form,cat,solitary,"","","",""
24063,0,1,Conocyathus zelandiae,Global estimate,"","",0,23176,Growth form,cat,solitary,"","","",""
24092,0,1,Conotrochus asymmetros,Global estimate,"","",0,23203,Growth form,cat,solitary,"","","",""
24122,0,1,Conotrochus brunneus,Global estimate,"","",0,23231,Growth form,cat,solitary,"","","",""
24152,0,1,Conotrochus funicolumna,Global estimate,"","",0,23259,Growth form,cat,solitary,"","","",""
24162,1,1,Coscinaraea columna,Global estimate,"","",215,23269,Clade Fukami Huang 2012,cat,XI,"","","",""
24215,0,8,Coscinaraea columna,Global estimate,"","",210,23318,Growth form,cat,massive,"","","",""
24229,1,1,Coscinaraea crassa,Global estimate,"","",215,23332,Clade Fukami Huang 2012,cat,XI,"","","",""
24279,0,8,Coscinaraea crassa,Global estimate,"","",210,23379,Growth form,cat,foliaceous,"","","",""
24293,1,1,Coscinaraea exesa,Global estimate,"","",215,23393,Clade Fukami Huang 2012,cat,XI,"","","",""
24343,0,8,Coscinaraea exesa,Global estimate,"","",210,23440,Growth form,cat,massive,"","","",""
24357,1,1,Coscinaraea hahazimaensis,Global estimate,"","",215,23454,Clade Fukami Huang 2012,cat,XI,"","","",""
24396,0,1,Coscinaraea hahazimaensis,Global estimate,"","",0,23493,Growth form,cat,encrusting,"","","",""
24405,1,1,Coscinaraea marshae,Global estimate,"","",215,23502,Clade Fukami Huang 2012,cat,XI,"","","",""
24453,0,8,Coscinaraea marshae,Global estimate,"","",210,23548,Growth form,cat,foliaceous,"","","",""
24467,1,1,Coscinaraea mcneilli,Global estimate,"","",215,23562,Clade Fukami Huang 2012,cat,XI,"","","",""
24522,0,8,Coscinaraea mcneilli,Global estimate,"","",210,23613,Growth form,cat,foliaceous,"","","",""
24536,1,1,Coscinaraea monile,Global estimate,"","",215,23627,Clade Fukami Huang 2012,cat,XI,"","","",""
24582,0,8,Coscinaraea monile,Global estimate,"","",210,23672,Growth form,cat,massive,"","","",""
24596,1,1,Coscinaraea wellsi,Global estimate,"","",215,23686,Clade Fukami Huang 2012,cat,XI,"","","",""
24647,0,8,Coscinaraea wellsi,Global estimate,"","",210,23734,Growth form,cat,foliaceous,"","","",""
24661,1,1,Craterestrea levis,Global estimate,"","",215,23748,Clade Fukami Huang 2012,cat,XI,"","","",""
24724,0,1,Crispatotrochus cornu,Global estimate,"","",0,23810,Growth form,cat,solitary,"","","",""
24754,0,1,Crispatotrochus curvatus,Global estimate,"","",0,23838,Growth form,cat,solitary,"","","",""
24785,0,1,Crispatotrochus foxi,Global estimate,"","",0,23867,Growth form,cat,solitary,"","","",""
24815,0,1,Crispatotrochus galapagensis,Global estimate,"","",0,23895,Growth form,cat,solitary,"","","",""
24845,0,1,Crispatotrochus inornatus,Global estimate,"","",0,23923,Growth form,cat,solitary,"","","",""
24869,0,1,Crispatotrochus irregularis,Global estimate,"","",0,23946,Growth form,cat,solitary,"","","",""
24898,0,1,Crispatotrochus niinoi,Global estimate,"","",0,23973,Growth form,cat,solitary,"","","",""
24928,0,1,Crispatotrochus rubescens,Global estimate,"","",0,24001,Growth form,cat,solitary,"","","",""
24957,0,1,Crispatotrochus rugosus,Global estimate,"","",0,24028,Growth form,cat,solitary,"","","",""
24985,0,1,Crispatotrochus squiresi,Global estimate,"","",0,24055,Growth form,cat,solitary,"","","",""
25014,0,1,Crispatotrochus woodsi,Global estimate,"","",0,24082,Growth form,cat,solitary,"","","",""
25047,0,1,Cryptotrochus brevipalus,Global estimate,"","",0,24113,Growth form,cat,solitary,"","","",""
25080,0,1,Cryptotrochus carolinensis,Global estimate,"","",0,24144,Growth form,cat,solitary,"","","",""
25113,0,1,Cryptotrochus javanus,Global estimate,"","",0,24175,Growth form,cat,solitary,"","","",""
25122,1,1,Ctenactis albitentaculata,Global estimate,"","",215,24184,Clade Fukami Huang 2012,cat,XI,"","","",""
25176,0,1,Ctenactis albitentaculata,Global estimate,"","",0,24235,Growth form,cat,solitary,"","","",""
25194,1,1,Ctenactis crassa,Global estimate,"","",215,24253,Clade Fukami Huang 2012,cat,XI,"","","",""
25246,0,1,Ctenactis crassa,Global estimate,"","",0,24302,Growth form,cat,solitary,"","","",""
25264,1,1,Ctenactis echinata,Global estimate,"","",215,24320,Clade Fukami Huang 2012,cat,XI,"","","",""
25316,0,1,Ctenactis echinata,Global estimate,"","",0,24369,Growth form,cat,solitary,"","","",""
25328,1,1,Ctenella chagius,Global estimate,"","",215,24381,Clade Fukami Huang 2012,cat,V,"","","",""
25375,0,8,Ctenella chagius,Global estimate,"","",210,24427,Growth form,cat,massive,"","","",""
25416,0,1,Culicia australiensis,Global estimate,"","",0,24466,Growth form,cat,encrusting,"","","",""
25446,0,1,Culicia cuticulata,Global estimate,"","",0,24495,Growth form,cat,encrusting,"","","",""
25476,0,1,Culicia excavata,Global estimate,"","",0,24524,Growth form,cat,encrusting,"","","",""
25506,0,1,Culicia fragilis,Global estimate,"","",0,24553,Growth form,cat,encrusting,"","","",""
25541,0,1,Culicia hoffmeisteri,Global estimate,"","",0,24586,Growth form,cat,encrusting,"","","",""
25571,0,1,Culicia quinaria,Global estimate,"","",0,24615,Growth form,cat,encrusting,"","","",""
25607,0,1,Culicia rubeola,Global estimate,"","",0,24648,Growth form,cat,encrusting,"","","",""
25637,0,1,Culicia smithii,Global estimate,"","",0,24677,Growth form,cat,encrusting,"","","",""
25673,0,1,Culicia stellata,Global estimate,"","",0,24710,Growth form,cat,encrusting,"","","",""
25703,0,1,Culicia subaustraliensis,Global estimate,"","",0,24739,Growth form,cat,encrusting,"","","",""
25733,0,1,Culicia tenellanatalensis,Global estimate,"","",0,24768,Growth form,cat,encrusting,"","","",""
25763,0,1,Culicia tenellatenella,Global estimate,"","",0,24797,Growth form,cat,encrusting,"","","",""
25793,0,1,Culicia tenuisepes,Global estimate,"","",0,24826,Growth form,cat,encrusting,"","","",""
25823,0,1,Culicia verreauxi,Global estimate,"","",0,24855,Growth form,cat,encrusting,"","","",""
25857,0,8,Cyathelia axillaris,Global estimate,"","",210,24887,Growth form,cat,branching,"","","",""
25891,0,1,Cyathotrochus herdmani,Global estimate,"","",0,24919,Growth form,cat,solitary,"","","",""
25925,0,1,Cyathotrochus nascornatus,Global estimate,"","",0,24951,Growth form,cat,solitary,"","","",""
25959,0,1,Cyathotrochus pileus,Global estimate,"","",0,24983,Growth form,cat,solitary,"","","",""
25967,1,1,Cycloseris colini,Global estimate,"","",215,24991,Clade Fukami Huang 2012,cat,XI,"","","",""
26002,0,1,Cycloseris colini,Global estimate,"","",0,25025,Growth form,cat,solitary,"","","",""
26016,1,1,Cycloseris erosa,Global estimate,"","",215,25039,Clade Fukami Huang 2012,cat,XI,"","","",""
26057,0,1,Cycloseris erosa,Global estimate,"","",0,25077,Growth form,cat,solitary,"","","",""
26071,1,1,Cycloseris patelliformis,Global estimate,"","",215,25091,Clade Fukami Huang 2012,cat,XI,"","","",""
26112,0,1,Cycloseris patelliformis,Global estimate,"","",0,25129,Growth form,cat,solitary,"","","",""
26132,1,1,Cynarina lacrymalis,Global estimate,"","",215,25149,Clade Fukami Huang 2012,cat,XIX,"","","",""
26192,0,1,Cynarina lacrymalis,Global estimate,"","",0,25205,Growth form,cat,solitary,"","","",""
26207,1,1,Cyphastrea agassizi,Global estimate,"","",215,25220,Clade Fukami Huang 2012,cat,XVII,"","","",""
26258,0,1,Cyphastrea agassizi,Global estimate,"","",0,25268,Growth form,cat,massive,"","","",""
26278,1,1,Cyphastrea chalcidicum,Global estimate,"","",215,25288,Clade Fukami Huang 2012,cat,XVII,"","","",""
26330,0,8,Cyphastrea chalcidicum,Global estimate,"","",210,25337,Growth form,cat,massive,"","","",""
26345,1,1,Cyphastrea decadia,Global estimate,"","",215,25352,Clade Fukami Huang 2012,cat,XVII,"","","",""
26396,0,8,Cyphastrea decadia,Global estimate,"","",210,25400,Growth form,cat,branching,"","","",""
26411,1,1,Cyphastrea hexasepta,Global estimate,"","",215,25415,Clade Fukami Huang 2012,cat,XVII,"","","",""
26459,0,1,Cyphastrea hexasepta,Global estimate,"","",0,25461,Growth form,cat,massive,"","","",""
26474,1,1,Cyphastrea japonica,Global estimate,"","",215,25476,Clade Fukami Huang 2012,cat,XVII,"","","",""
26525,0,8,Cyphastrea japonica,Global estimate,"","",210,25524,Growth form,cat,massive,"","","",""
26546,1,1,Cyphastrea microphthalma,Global estimate,"","",215,25545,Clade Fukami Huang 2012,cat,XVII,"","","",""
26606,0,1,Cyphastrea microphthalma,Global estimate,"","",0,25600,Growth form,cat,massive,"","","",""
26628,1,1,Cyphastrea ocellina,Global estimate,"","",215,25622,Clade Fukami Huang 2012,cat,XVII,"","","",""
89351,1,14,Cyphastrea ocellina,"","","",431,92595,Growth rate,mm yr^-1,4.21,"","","",""
26681,0,1,Cyphastrea ocellina,Global estimate,"","",0,25672,Growth form,cat,massive,"","","",""
26704,1,1,Cyphastrea serailia,Global estimate,"","",215,25695,Clade Fukami Huang 2012,cat,XVII,"","","",""
78325,0,1,Cyphastrea serailia,"North Bay, Lord Howe Island",-31.52,159.045,203,75299,Growth rate,mm yr^-1,3.4,"","","",1
78326,0,1,Cyphastrea serailia,"North Bay, Lord Howe Island",-31.52,159.045,203,75300,Growth rate,mm yr^-1,2.6,"","","",1
88818,1,14,Cyphastrea serailia,"","","",203,92062,Growth rate,mm yr^-1,2.6,"","","",""
88837,1,14,Cyphastrea serailia,"","","",203,92081,Growth rate,mm yr^-1,3.4,"","","",""
26766,0,1,Cyphastrea serailia,Global estimate,"","",0,25751,Growth form,cat,massive,"","","",""
26801,0,1,Dactylotrochus cervicornis,Global estimate,"","",0,25784,Growth form,cat,digitate,"","","",""
26829,0,1,Dasmosmilia lymani,Global estimate,"","",0,25811,Growth form,cat,solitary,"","","",""
26854,0,1,Dasmosmilia valida,Global estimate,"","",0,25835,Growth form,cat,solitary,"","","",""
